metric_month,marketing_year,factor_key,factor_name,value,unit,method,source_name,source_url,monthly_source_status
2017-09-01,2017/18,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-09-01,2017/18,population_trend,Population / consumption trend,1347.986667,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2017-09-01,2017/18,poultry_demand_cycle,Poultry demand cycle,104.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-09-01,2017/18,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2017-09-01,2017/18,seed_use,Seed use,0.03456,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2017-09-01,2017/18,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2017-09-01,2017/18,total_demand_monthly,Total demand monthly,2.35296,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2017-10-01,2017/18,domestic_other_use,Domestic other use,0.606816,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2017-10-01,2017/18,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-10-01,2017/18,exports,Exports,0.0432,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2017-10-01,2017/18,feed_use,Feed use,1.436544,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2017-10-01,2017/18,industrial_use,Industrial use,0.288,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2017-10-01,2017/18,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-10-01,2017/18,population_trend,Population / consumption trend,1349.15,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2017-10-01,2017/18,poultry_demand_cycle,Poultry demand cycle,105.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-10-01,2017/18,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2017-10-01,2017/18,seed_use,Seed use,0.18432,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2017-10-01,2017/18,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2017-10-01,2017/18,total_demand_monthly,Total demand monthly,2.55888,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2017-11-01,2017/18,domestic_other_use,Domestic other use,0.620928,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2017-11-01,2017/18,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-11-01,2017/18,exports,Exports,0.04752,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2017-11-01,2017/18,feed_use,Feed use,1.453248,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2017-11-01,2017/18,industrial_use,Industrial use,0.288,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2017-11-01,2017/18,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-11-01,2017/18,population_trend,Population / consumption trend,1350.313333,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2017-11-01,2017/18,poultry_demand_cycle,Poultry demand cycle,107.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-11-01,2017/18,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2017-11-01,2017/18,seed_use,Seed use,0.18432,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2017-11-01,2017/18,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2017-11-01,2017/18,total_demand_monthly,Total demand monthly,2.594016,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2017-12-01,2017/18,domestic_other_use,Domestic other use,0.620928,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2017-12-01,2017/18,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-12-01,2017/18,exports,Exports,0.0432,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2017-12-01,2017/18,feed_use,Feed use,1.469952,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2017-12-01,2017/18,industrial_use,Industrial use,0.288,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2017-12-01,2017/18,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-12-01,2017/18,population_trend,Population / consumption trend,1351.476667,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2017-12-01,2017/18,poultry_demand_cycle,Poultry demand cycle,107.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2017-12-01,2017/18,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2017-12-01,2017/18,seed_use,Seed use,0.08064,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2017-12-01,2017/18,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2017-12-01,2017/18,total_demand_monthly,Total demand monthly,2.50272,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2018-01-01,2017/18,domestic_other_use,Domestic other use,0.578592,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-01-01,2017/18,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-01-01,2017/18,exports,Exports,0.03888,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2018-01-01,2017/18,feed_use,Feed use,1.436544,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2018-01-01,2017/18,industrial_use,Industrial use,0.288,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-01-01,2017/18,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-01-01,2017/18,population_trend,Population / consumption trend,1352.64,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2018-01-01,2017/18,poultry_demand_cycle,Poultry demand cycle,102.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-01-01,2017/18,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2018-01-01,2017/18,seed_use,Seed use,0.01152,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2018-01-01,2017/18,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2018-01-01,2017/18,total_demand_monthly,Total demand monthly,2.353536,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2018-02-01,2017/18,domestic_other_use,Domestic other use,0.571536,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-02-01,2017/18,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-02-01,2017/18,exports,Exports,0.03888,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2018-02-01,2017/18,feed_use,Feed use,1.403136,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2018-02-01,2017/18,industrial_use,Industrial use,0.288,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-02-01,2017/18,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-02-01,2017/18,population_trend,Population / consumption trend,1353.788333,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2018-02-01,2017/18,poultry_demand_cycle,Poultry demand cycle,101.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-02-01,2017/18,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2018-02-01,2017/18,seed_use,Seed use,0.01152,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2018-02-01,2017/18,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2018-02-01,2017/18,total_demand_monthly,Total demand monthly,2.313072,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2018-03-01,2017/18,domestic_other_use,Domestic other use,0.571536,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-03-01,2017/18,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-03-01,2017/18,exports,Exports,0.03456,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2018-03-01,2017/18,feed_use,Feed use,1.369728,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2018-03-01,2017/18,industrial_use,Industrial use,0.288,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-03-01,2017/18,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-03-01,2017/18,population_trend,Population / consumption trend,1354.936667,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2018-03-01,2017/18,poultry_demand_cycle,Poultry demand cycle,99.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-03-01,2017/18,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2018-03-01,2017/18,seed_use,Seed use,0.01152,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2018-03-01,2017/18,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2018-03-01,2017/18,total_demand_monthly,Total demand monthly,2.275344,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2018-04-01,2018/19,domestic_other_use,Domestic other use,0.549706,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-04-01,2018/19,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-04-01,2018/19,exports,Exports,0.029085,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2018-04-01,2018/19,feed_use,Feed use,1.269214,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2018-04-01,2018/19,industrial_use,Industrial use,0.277,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-04-01,2018/19,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-04-01,2018/19,population_trend,Population / consumption trend,1356.085,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2018-04-01,2018/19,poultry_demand_cycle,Poultry demand cycle,97.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-04-01,2018/19,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2018-04-01,2018/19,seed_use,Seed use,0.02216,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2018-04-01,2018/19,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2018-04-01,2018/19,total_demand_monthly,Total demand monthly,2.147165,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2018-05-01,2018/19,domestic_other_use,Domestic other use,0.549706,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-05-01,2018/19,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-05-01,2018/19,exports,Exports,0.029085,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2018-05-01,2018/19,feed_use,Feed use,1.269214,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2018-05-01,2018/19,industrial_use,Industrial use,0.277,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-05-01,2018/19,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-05-01,2018/19,population_trend,Population / consumption trend,1357.233333,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2018-05-01,2018/19,poultry_demand_cycle,Poultry demand cycle,96.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-05-01,2018/19,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2018-05-01,2018/19,seed_use,Seed use,0.04432,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2018-05-01,2018/19,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2018-05-01,2018/19,total_demand_monthly,Total demand monthly,2.169325,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2018-06-01,2018/19,domestic_other_use,Domestic other use,0.549706,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-06-01,2018/19,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-06-01,2018/19,exports,Exports,0.029085,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2018-06-01,2018/19,feed_use,Feed use,1.269214,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2018-06-01,2018/19,industrial_use,Industrial use,0.277,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-06-01,2018/19,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-06-01,2018/19,population_trend,Population / consumption trend,1358.381667,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2018-06-01,2018/19,poultry_demand_cycle,Poultry demand cycle,98.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-06-01,2018/19,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2018-06-01,2018/19,seed_use,Seed use,0.21052,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
2018-06-01,2018/19,substitution_effect,Substitution effect,100.0,index_100,monthly_maize_vs_wheat_ratio_index,Local maize vs wheat support stores,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db | D:\ncel2\ncel-commodity-pricing\backend\data\wheat_model_support.db,available
2018-06-01,2018/19,total_demand_monthly,Total demand monthly,2.335525,million_tonnes,feed_plus_industrial_plus_exports_plus_seed_plus_domestic_other_use,Derived inside Maize demand store,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,derived
2018-07-01,2018/19,domestic_other_use,Domestic other use,0.56328,million_tonnes,annual_total_demand_to_monthly_other_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-07-01,2018/19,ethanol_demand_signal,Ethanol demand signal,35.0,index_100,curated_step_signal,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-07-01,2018/19,exports,Exports,0.029085,million_tonnes,annual_exports_to_monthly_proxy,APEDA Product Page + proxy,https://apeda.gov.in/,partially_available
2018-07-01,2018/19,feed_use,Feed use,1.317412,million_tonnes,annual_total_demand_to_monthly_feed_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,mixed
2018-07-01,2018/19,industrial_use,Industrial use,0.277,million_tonnes,annual_total_demand_to_monthly_industrial_proxy,Local maize supply-demand balance,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,not_found_cleanly
2018-07-01,2018/19,policy_changes,Policy changes,0.0,policy_index,curated_event_series,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-07-01,2018/19,population_trend,Population / consumption trend,1359.53,million_people,annual_population_to_monthly_interpolation,Interpolated population trend,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,annual_only
2018-07-01,2018/19,poultry_demand_cycle,Poultry demand cycle,101.0,index_100,curated_monthly_poultry_cycle,Curated Maize demand profile,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,curated
2018-07-01,2018/19,retail_price_pressure,Retail / mandi price pressure,100.0,index_100,monthly_national_maize_price_index,Local maize support store,D:\ncel2\ncel-commodity-pricing\backend\data\maize_model_support.db,available
2018-07-01,2018/19,seed_use,Seed use,0.24376,million_tonnes,annual_seed_to_monthly_sowing_proxy,Derived sowing proxy,D:\ncel2\ncel-commodity-pricing\SnD\demand\maize\build_maize_demand_store.py,not_found_cleanly
