metric_month,marketing_year,geography,factor_key,factor_name,factor_group,value,unit,method,source_name,source_url,monthly_source_status
2018-08-01,2018/19,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-08-01,2018/19,India,domestic_production,Domestic production,production,2.493,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-08-01,2017/18,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,88.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2018-08-01,2018/19,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-08-01,2017/18,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,51.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-08-01,2017/18,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,57.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-08-01,2017/18,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,73.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-08-01,2017/18,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,71.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-08-01,2018/19,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-08-01,2018/19,India,total_availability,Total availability,derived,4.888,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2018-08-01,2018/19,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-08-01,2018/19,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-08-01,2018/19,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-08-01,2018/19,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-08-01,2018/19,India,yield_per_hectare,Yield per hectare,yield,3070.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-09-01,2018/19,India,acreage_sown_area,Acreage (sown area),area,9.0,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-09-01,2017/18,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,44.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2018-09-01,2018/19,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-09-01,2018/19,India,domestic_production,Domestic production,production,3.878,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-09-01,2017/18,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,100.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2018-09-01,2018/19,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-09-01,2017/18,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,55.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-09-01,2017/18,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,60.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-09-01,2017/18,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,64.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-09-01,2017/18,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,60.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-09-01,2018/19,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-09-01,2018/19,India,total_availability,Total availability,derived,6.273,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2018-09-01,2018/19,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-09-01,2018/19,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-09-01,2018/19,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-09-01,2018/19,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-09-01,2018/19,India,yield_per_hectare,Yield per hectare,yield,3070.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-10-01,2018/19,India,acreage_sown_area,Acreage (sown area),area,9.0,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-10-01,2018/19,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,18.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2018-10-01,2018/19,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-10-01,2018/19,India,domestic_production,Domestic production,production,4.986,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-10-01,2018/19,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,94.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2018-10-01,2018/19,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-10-01,2018/19,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,61.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-10-01,2018/19,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,65.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-10-01,2018/19,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,53.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-10-01,2018/19,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,48.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-10-01,2018/19,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-10-01,2018/19,India,total_availability,Total availability,derived,7.381,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2018-10-01,2018/19,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-10-01,2018/19,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-10-01,2018/19,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-10-01,2018/19,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-10-01,2018/19,India,yield_per_hectare,Yield per hectare,yield,3070.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-11-01,2018/19,India,acreage_sown_area,Acreage (sown area),area,9.0,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-11-01,2018/19,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,8.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2018-11-01,2018/19,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-11-01,2018/19,India,domestic_production,Domestic production,production,4.432,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-11-01,2018/19,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,76.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2018-11-01,2018/19,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-11-01,2018/19,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,66.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-11-01,2018/19,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,69.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-11-01,2018/19,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,45.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-11-01,2018/19,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,40.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-11-01,2018/19,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-11-01,2018/19,India,total_availability,Total availability,derived,6.827,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2018-11-01,2018/19,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-11-01,2018/19,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-11-01,2018/19,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-11-01,2018/19,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-11-01,2018/19,India,yield_per_hectare,Yield per hectare,yield,3070.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-12-01,2018/19,India,acreage_sown_area,Acreage (sown area),area,9.0,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-12-01,2018/19,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,5.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2018-12-01,2018/19,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-12-01,2018/19,India,domestic_production,Domestic production,production,2.493,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2018-12-01,2018/19,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,58.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2018-12-01,2018/19,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-12-01,2018/19,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,68.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-12-01,2018/19,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,71.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-12-01,2018/19,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,42.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-12-01,2018/19,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,36.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2018-12-01,2018/19,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2018-12-01,2018/19,India,total_availability,Total availability,derived,4.888,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2018-12-01,2018/19,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-12-01,2018/19,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-12-01,2018/19,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-12-01,2018/19,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2018-12-01,2018/19,India,yield_per_hectare,Yield per hectare,yield,3070.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-01-01,2018/19,India,acreage_sown_area,Acreage (sown area),area,9.0,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-01-01,2018/19,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,12.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2019-01-01,2018/19,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-01-01,2018/19,India,domestic_production,Domestic production,production,1.385,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-01-01,2018/19,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,34.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2019-01-01,2018/19,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-01-01,2018/19,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,69.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-01-01,2018/19,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,72.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-01-01,2018/19,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,41.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-01-01,2018/19,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,38.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-01-01,2018/19,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-01-01,2018/19,India,total_availability,Total availability,derived,3.78,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2019-01-01,2018/19,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-01-01,2018/19,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-01-01,2018/19,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-01-01,2018/19,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-01-01,2018/19,India,yield_per_hectare,Yield per hectare,yield,3070.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-02-01,2018/19,India,acreage_sown_area,Acreage (sown area),area,9.0,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-02-01,2018/19,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,18.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2019-02-01,2018/19,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-02-01,2018/19,India,domestic_production,Domestic production,production,0.831,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-02-01,2018/19,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,28.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2019-02-01,2018/19,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-02-01,2018/19,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,67.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-02-01,2018/19,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,70.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-02-01,2018/19,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,39.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-02-01,2018/19,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,35.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2019-02-01,2018/19,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-02-01,2018/19,India,total_availability,Total availability,derived,3.226,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2019-02-01,2018/19,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-02-01,2018/19,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-02-01,2018/19,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-02-01,2018/19,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2019-02-01,2018/19,India,yield_per_hectare,Yield per hectare,yield,3070.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-03-01,2018/19,India,acreage_sown_area,Acreage (sown area),area,9.0,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-03-01,2018/19,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,26.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2019-03-01,2018/19,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-03-01,2018/19,India,domestic_production,Domestic production,production,0.277,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2019-03-01,2018/19,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,22.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2019-03-01,2018/19,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2019-03-01,2018/19,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,63.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
