state,date,modal_price,normalized_price_per_kg,arrival_quantity,market_count,variety_count,record_count,price_lag_1,price_lag_7,price_lag_14,price_lag_30,price_rolling_mean_7,price_rolling_mean_30,price_rolling_std_7,price_rolling_std_30,arrival_lag_1,arrival_rolling_mean_7,arrival_rolling_mean_30,arrival_momentum_7,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,wind_speed_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration,relative_humidity_2m_mean,soil_moisture_0_to_7cm_mean,soil_moisture_7_to_28cm_mean,soil_temperature_0_to_7cm_mean,precipitation_rolling_sum_7,temp_rolling_mean_7,humidity_rolling_mean_7,soil_moisture_rolling_mean_7,year,month,day,iso_week,day_of_year,quarter,is_weekend,month_sin,month_cos,day_of_year_sin,day_of_year_cos,is_rabi_sowing_window,is_rabi_growth_window,is_rabi_harvest_window,is_procurement_window,target_next_day_price,target_next_7d_avg_price,created_at,wheat_yield_kg_per_hectare,wheat_production_million_tonnes,wheat_area_million_hectare,cpi_inflation_rate,policy_repo_rate,government_buffer_wheat_stock,government_buffer_wheat_stock_norm,wheat_central_pool_exports,global_wheat_benchmark_srw_usd_mt,global_wheat_benchmark_hrw_usd_mt,global_wheat_benchmark_avg_usd_mt,wheat_driver_composite_score,wheat_driver_domestic_score,wheat_driver_weather_score,wheat_driver_global_score,wheat_driver_policy_score,wheat_driver_price_adjustment_pct,msp_inr_quintal,cost_of_production_inr_quintal,margin_over_cost_percent,procurement_actual_lmt,procurement_estimated_lmt,progressive_area_sown_lakh_hectare,final_area_previous_season_lakh_hectare
Haryana,2024-08-08,2275.0,22.749999999999996,0.1,1,1,1,2528.846153846154,2275.0,2275.0,2298.148148148148,2311.263736263736,2305.0031185759276,95.94482776387983,63.71396887746659,1.3,0.2857142857142857,1.0766666666666669,0.0,28.1,32.0,25.4,2.1,2.1,15.2,18.78,4.1,84.0,0.302,0.296,29.6,87.3,28.728571428571428,82.57142857142857,0.34942857142857137,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2275.0,2311.263736263736,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Uttar Pradesh,2024-08-08,2450.863878969881,24.50863878969881,23775.899999999998,133,4,133,2449.2533160527328,2438.285785854385,2443.5600775020757,2428.2577537675284,2444.729893952908,2441.27060949221,6.923820851559724,6.871699325295882,24690.5,20802.864285714284,21652.398333333334,2617.399999999998,28.0,31.2,25.2,19.6,19.6,10.2,15.12,3.29,86.0,0.42,0.423,29.2,44.6,28.67142857142857,81.0,0.39271428571428574,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2453.4487884914265,2446.1190354974897,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Gujarat,2024-08-08,2725.0774967405473,27.250774967405476,958.75,72,20,80,2664.884226806418,2637.1807298919084,2680.2912002549497,2645.648199511652,2640.054212180006,2631.194198690804,81.26685478622748,71.3637429998765,898.74,710.9442857142858,791.4813333333334,-39.48000000000002,27.3,30.4,24.6,4.1,4.1,17.1,16.48,3.62,83.0,0.384,0.391,28.3,88.70000000000002,27.057142857142857,86.42857142857143,0.4118571428571428,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2653.8715459215305,2639.3039031253693,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
West Bengal,2024-08-08,2469.876187041712,24.698761870417112,83.19,12,4,13,2471.1306256860594,2473.9646403487523,2486.117519337766,2479.0179122915383,2469.4521532989934,2481.1049560934307,6.589859650629087,11.093012383037314,72.88,76.73571428571428,70.699,0.6099999999999994,28.0,31.8,25.6,4.1,4.1,16.3,17.89,3.81,85.0,0.409,0.415,28.6,132.4,27.5,88.85714285714286,0.41828571428571426,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2466.0999061913694,2469.687660783146,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Chattisgarh,2024-08-08,2269.057851239669,22.690578512396694,48.4,3,2,3,2342.432008368201,2406.1040000000003,2370.67448680352,2309.7219413549037,2307.9895728798724,2281.7635911713787,42.44901588140376,133.09635889294222,95.6,69.05714285714285,392.13366666666667,23.4,24.8,26.0,24.0,44.2,44.2,14.4,5.03,1.14,94.0,0.429,0.43,25.0,184.20000000000002,25.514285714285716,90.28571428571429,0.4257142857142857,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2206.443480618054,2292.747778595432,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
NCT of Delhi,2024-08-08,2646.2588943623427,26.46258894362343,182.7,2,3,3,2518.029411764706,2605.5289389067525,2599.1324200913245,2516.342335186656,2581.2552025743266,2582.8353757496307,69.32901617951677,70.04437403419493,47.599999999999994,76.42857142857143,96.68333333333334,58.3,27.6,31.5,25.5,10.8,10.8,12.3,14.96,3.28,87.0,0.411,0.388,28.8,52.0,29.085714285714285,80.0,0.36428571428571427,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2619.2431781701443,2586.1003170703984,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Karnataka,2024-08-08,3267.6637931034484,32.676637931034485,116.0,7,6,7,3270.846625766871,3302.7368421052633,3579.4117647058824,3883.1875,3294.9443834913423,3484.6741047332853,20.775627624634037,315.75281269083666,163.0,110.28571428571429,106.2,78.0,22.4,25.3,20.5,6.8,6.8,19.6,15.58,2.94,90.0,0.419,0.419,23.1,53.9,22.057142857142853,91.85714285714286,0.41714285714285715,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,3308.3333333333335,3295.786427626069,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Madhya Pradesh,2024-08-08,2616.774394199116,26.167743941991155,17637.31,175,11,263,2600.473956122066,2591.5292139534204,2557.0455282480866,2522.118278368074,2578.5216890571146,2543.5573472594433,29.397105667483455,55.77551125567838,18960.940004,12732.478571285714,11645.3483336,5565.649998000001,24.4,26.5,23.3,14.3,14.3,15.3,5.98,1.49,90.0,0.504,0.505,24.9,104.30000000000001,24.885714285714283,89.28571428571429,0.5,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2610.3498166580916,2586.158833934494,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Rajasthan,2024-08-08,2607.6266945682833,26.07626694568284,1099.1,46,7,47,2584.434043670743,2570.243414947534,2532.2152261367796,2522.2318393338232,2557.13992594391,2522.3331269276155,34.6825215950766,40.40071430455003,1066.16,962.63,1194.944,-301.79999999999995,25.7,28.1,24.3,12.5,12.5,19.9,7.28,1.79,88.0,0.413,0.396,26.3,39.0,26.657142857142855,84.14285714285714,0.4005714285714285,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2602.197875949554,2561.7535597903625,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Telangana,2024-08-08,2013.0,20.13,0.05,1,1,1,2366.0,2363.0,2342.0,2209.1111111111113,2055.1428571428573,2234.2635126574155,437.86429730813046,348.53270435749306,0.6,0.22571428571428576,10.765666666666668,-0.09999999999999999,24.6,29.0,22.0,7.9,7.9,18.5,17.61,3.67,83.0,0.396,0.375,25.0,74.69999999999999,24.728571428571428,83.57142857142857,0.3854285714285714,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2280.0,2066.285714285714,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Uttrakhand,2024-08-08,2290.0,22.9,3.1,1,1,1,2295.0,2295.0,2290.0,2301.177347242921,2290.714285714286,2285.333889069321,1.8898223651070274,54.9713411345677,1.2,2.642857142857143,159.48333333333332,2.1,25.5,29.7,22.5,1.4,1.4,7.7,14.56,3.04,86.0,0.408,0.418,26.3,175.50000000000003,26.042857142857144,87.14285714285714,0.4014285714285714,2024,8,8,32,221,3,0,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,0,0,0,0,2290.0,2290.714285714286,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Uttrakhand,2024-08-09,2290.0,22.9,1.9,1,1,1,2290.0,2290.0,2295.0,2315.0,2290.714285714286,2284.5005557359877,1.8898223651070274,54.69491029652114,3.1,2.2,158.1233333333333,-3.1,25.5,29.4,22.8,6.3,6.3,8.2,15.87,3.29,87.0,0.409,0.41,26.7,166.1,25.728571428571428,87.28571428571429,0.4004285714285714,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2295.0,2291.4285714285716,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Haryana,2024-08-09,2275.0,22.749999999999996,0.2,1,1,1,2275.0,2275.0,2275.0,2275.0,2311.263736263736,2305.0031185759276,95.94482776387983,63.71396887746659,0.1,0.3,1.0733333333333333,0.1,28.0,31.7,25.4,6.8,6.8,14.2,18.74,4.06,84.0,0.315,0.29,29.5,49.8,28.542857142857144,82.14285714285714,0.33971428571428575,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2275.0,2311.263736263736,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
West Bengal,2024-08-09,2466.0999061913694,24.660999061913696,85.28,12,4,13,2469.876187041712,2464.451353802306,2497.111010009099,2495.817016731933,2469.687660783146,2480.1143857420784,6.408312569478241,11.06074558483207,83.19,77.89142857142858,71.66900000000001,8.090000000000003,27.4,30.9,25.0,25.8,25.8,13.7,14.7,3.16,88.0,0.426,0.427,28.1,95.30000000000001,27.62857142857143,88.14285714285714,0.41742857142857137,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2472.0308250226653,2469.097643207789,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Gujarat,2024-08-09,2653.8715459215305,26.538715459215307,903.28,72,18,78,2725.0774967405473,2659.1237093039845,2638.806324346348,2610.267447186747,2639.3039031253693,2632.64766864863,81.0854922972206,71.36687305866629,958.75,709.7942857142856,791.0269999999999,-8.050000000000068,26.6,30.5,24.6,20.3,20.3,17.1,14.61,3.04,89.0,0.397,0.387,27.7,94.10000000000002,27.085714285714285,86.28571428571429,0.4074285714285714,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2747.7273074426244,2659.996888236515,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Madhya Pradesh,2024-08-09,2610.3498166580916,26.10349816658092,13724.000001,159,11,251,2616.774394199116,2556.889802516439,2546.015391615831,2565.558852580049,2586.158833934494,2545.050379395378,29.782400417807917,56.97144336158463,17637.31,13076.372857285713,11648.876666966667,2407.260002000001,25.1,28.6,22.2,1.8,1.8,13.0,17.33,3.61,85.0,0.493,0.5,25.7,69.4,25.028571428571432,88.14285714285714,0.49785714285714283,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2509.8952316049217,2579.3091918497294,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Karnataka,2024-08-09,3308.3333333333335,33.083333333333336,72.0,2,2,2,3267.6637931034484,3302.439024390244,3307.4086021505377,3900.0,3295.786427626069,3464.951882511063,21.244180719194524,307.28100190611855,116.0,108.85714285714286,106.16666666666667,-10.0,22.4,26.6,20.3,4.3,4.3,18.8,15.36,2.9,90.0,0.417,0.418,23.5,42.9,22.142857142857142,91.42857142857143,0.41657142857142854,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,3105.5,3265.355210694852,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Maharashtra,2024-08-09,3355.709849212387,33.55709849212387,801.79,46,5,48,2805.849771689498,2852.3473740016757,2816.1397080434995,2841.420639568935,2875.969309126706,2836.4055014015025,240.70896554591346,149.9695014311445,438.0,425.8085714285714,398.13100000000003,217.05999999999995,26.1,29.4,22.7,0.9,0.9,12.4,17.25,3.72,82.0,0.493,0.501,26.7,92.0,25.87142857142857,86.71428571428571,0.4998571428571429,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2901.1269274163215,2882.6711458788277,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Chattisgarh,2024-08-09,2206.443480618054,22.064434806180536,368.9,4,3,4,2269.057851239669,2313.136040609137,2320.851336898396,2299.931992337165,2292.747778595432,2278.647307447408,56.965560309559955,133.74915704427914,48.4,107.68571428571428,393.9903333333333,270.4,25.2,27.5,24.0,20.3,20.3,12.8,6.12,1.4,91.0,0.422,0.425,25.4,168.60000000000002,25.571428571428573,90.0,0.42471428571428577,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2389.750361097737,2294.9477235710146,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
NCT of Delhi,2024-08-09,2619.2431781701443,26.192431781701444,62.3,2,3,3,2646.2588943623427,2585.327376697641,2612.4403341288785,2537.651966626937,2586.1003170703984,2585.5550828010714,70.82990499891937,69.81312471833513,182.7,65.34285714285714,93.16666666666667,-77.60000000000001,27.8,31.8,25.2,30.8,30.8,8.4,17.13,3.66,87.0,0.422,0.412,29.1,82.5,28.514285714285712,82.0,0.387,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2533.4966442953023,2580.6701545267033,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Rajasthan,2024-08-09,2602.197875949554,26.021978759495553,1355.9,63,7,63,2607.6266945682833,2569.90243902439,2544.489569431762,2505.6179037634543,2561.7535597903625,2525.5524593338187,38.5910214576214,42.799601267027015,1099.1,996.1371428571429,1174.6423333333335,234.55000000000018,26.1,29.4,23.9,4.3,4.3,15.1,12.21,2.76,85.0,0.418,0.42,26.5,35.3,26.585714285714285,84.0,0.4007142857142857,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2551.580664182273,2561.7385706265636,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Uttar Pradesh,2024-08-09,2453.4487884914265,24.534487884914263,23099.3,144,5,144,2450.863878969881,2443.724797679356,2447.0824280069883,2434.5926736766714,2446.1190354974897,2441.899146652702,7.62820069375786,7.098442629143698,23775.899999999998,20704.692857142854,21603.228333333333,-687.2000000000007,26.4,28.6,25.1,40.7,40.7,9.9,4.88,1.14,93.0,0.432,0.436,27.4,80.30000000000001,28.285714285714285,82.85714285714286,0.3967142857142857,2024,8,9,32,222,3,0,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,0,0,0,0,2454.0618119082483,2447.3905779510615,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Chattisgarh,2024-08-10,2389.750361097737,23.897503610977374,415.4,8,3,8,2206.443480618054,2374.350746268657,2315.8274111675128,2226.7173913043475,2294.9477235710146,2284.0817397738547,60.80985219252766,134.87381765677603,368.9,165.1142857142857,400.78366666666676,402.0,27.2,31.2,24.1,5.2,5.2,12.7,15.67,3.71,79.0,0.407,0.41,27.5,153.3,25.885714285714283,88.14285714285714,0.4218571428571429,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,2221.6192170818504,2286.6076117255648,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
West Bengal,2024-08-10,2472.0308250226653,24.72030825022665,66.18,9,4,10,2466.0999061913694,2476.160948050159,2510.335108048857,2476.553704767375,2469.097643207789,2479.963623083922,5.881453127789249,11.141482470242682,85.28,76.97857142857141,70.97333333333333,-6.389999999999986,27.3,31.9,25.1,8.6,8.6,11.7,14.26,3.06,90.0,0.423,0.43,27.9,96.4,27.62857142857143,88.28571428571429,0.41828571428571426,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,2479.9545159194286,2470.4554478007603,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
NCT of Delhi,2024-08-10,2533.4966442953023,25.334966442953018,29.8,2,2,2,2619.2431781701443,2571.5077821011673,2459.9671179883944,2598.594969644406,2580.6701545267033,2583.3851386227675,73.54029542681599,70.40304699123712,62.3,65.92857142857143,90.31666666666666,4.100000000000001,27.6,31.2,24.9,16.7,16.7,9.8,15.67,3.39,87.0,0.422,0.415,29.0,64.5,28.428571428571427,82.28571428571429,0.3878571428571429,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,2673.8207547169814,2607.2779387633805,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Gujarat,2024-08-10,2747.7273074426244,27.477273074426247,785.61,63,19,70,2653.8715459215305,2602.876411664605,2676.124915807471,2609.9269982325827,2659.996888236515,2637.2410122889646,88.3934550805304,74.2311898295566,903.28,748.15,790.2443333333334,268.49,26.5,29.0,25.4,7.1,7.1,16.1,7.57,1.73,91.0,0.417,0.405,27.0,48.20000000000002,27.12857142857143,86.0,0.40499999999999997,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,2473.9427860696514,2659.881218353962,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Madhya Pradesh,2024-08-10,2509.8952316049217,25.098952316049218,7071.739998,97,10,128,2610.3498166580916,2557.842726198274,2461.9740414664475,2533.3528083132796,2579.3091918497294,2544.268460171767,40.84087036700739,57.297567114249496,13724.000001,13026.584285571429,11491.9713335,-348.5200020000002,25.1,28.0,23.5,12.8,12.8,15.6,12.83,2.65,88.0,0.497,0.495,25.7,70.30000000000001,25.099999999999998,87.57142857142857,0.497,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,2520.6316372842025,2576.3461407617674,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Rajasthan,2024-08-10,2551.580664182273,25.51580664182273,847.96,63,9,64,2602.197875949554,2551.685588328864,2481.2849242820425,2502.973329994366,2561.7385706265636,2527.172703806749,38.59560382097486,42.835396574530556,1355.9,960.1099999999999,1149.6643333333334,-252.19000000000005,26.5,30.7,23.8,15.8,15.8,16.5,13.16,2.93,87.0,0.421,0.425,26.8,50.2,26.442857142857143,84.57142857142857,0.40385714285714286,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,2502.824644549763,2561.710966656469,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Karnataka,2024-08-10,3105.5,31.055,14.0,4,4,4,3308.3333333333335,3318.5185185185187,3308.59375,3780.108108108108,3265.355210694852,3442.464945574126,72.93565100087102,308.1053978399001,72.0,99.28571428571429,101.7,-67.0,22.9,27.1,20.2,3.9,3.9,22.5,18.63,3.52,88.0,0.407,0.41,24.1,35.599999999999994,22.328571428571426,90.57142857142857,0.4137142857142857,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,3325.152466367713,3266.1940342110415,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Maharashtra,2024-08-10,2901.1269274163215,29.011269274163215,265.9,50,4,51,3355.709849212387,2854.2140701514636,2819.4469739772007,2840.257603475875,2882.6711458788277,2838.434478866184,240.65537239978468,150.43445258754443,801.79,413.6171428571428,392.4176666666666,-85.34000000000003,25.8,30.1,23.5,9.4,9.4,11.9,12.37,2.71,86.0,0.501,0.502,26.6,88.80000000000001,25.957142857142856,86.14285714285714,0.49814285714285716,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,2695.8348103509397,2903.0066977266565,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Haryana,2024-08-10,2275.0,22.749999999999996,0.1,1,1,1,2275.0,2275.0,2275.0,2275.0,2311.263736263736,2305.0031185759276,95.94482776387983,63.71396887746659,0.2,0.3,1.07,0.0,27.7,32.3,25.2,5.0,5.0,12.8,16.41,3.53,87.0,0.313,0.284,28.9,18.9,28.442857142857143,82.57142857142857,0.32457142857142857,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,2275.0,2311.263736263736,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
Uttar Pradesh,2024-08-10,2454.0618119082483,24.540618119082485,16867.3,127,5,127,2453.4487884914265,2445.161014733243,2442.5399191477595,2435.1350170026058,2447.390577951062,2442.5300398162235,8.164851772418741,7.314333909617866,23099.3,20273.307142857142,21368.535,-3019.7000000000007,27.3,31.0,25.2,12.8,12.8,9.7,11.38,2.46,90.0,0.42,0.427,28.2,90.00000000000001,28.114285714285717,84.28571428571429,0.4015714285714286,2024,8,10,32,223,3,1,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,0,0,0,0,2454.609814178927,2450.887927010384,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,,268.12,,0.0,205.768226367,250.85,228.30911318350002,52.80112,52.126805,50.44183,54.227898,47.872,0.17896,2275.0,1128.0,102.0,,,,
